image_id,caption,n,n_objects,n_relations,n_attributes,n_connected_components,hard_negs,x,y,width,height
2363904,"a person sitting on the snow, with another person and some tracks",7,4,3,0,1,"['a cross sitting on the snow, with another person and some tracks', 'a vehicle sitting on the snow, with another person and some tracks', 'a person sitting on the thermal, with another person and some tracks', 'a person sitting on the snow, with another person and some side', 'a person sitting on the snow, with another person and some place']",1.0,100.0,497.0,272.0
2363905,"a bus with a window, signal, and lights",7,4,3,0,1,"['a craft with a window, signal, and lights', 'a bus with a sash, signal, and lights', 'a bus with a window, signal, and dark', 'a bus with a window, signal, and ultraviolet', 'a train with a window, signal, and lights']",11.0,12.0,471.0,351.0
2363906,the ground is covered with snow and there is a boulder on the side,7,4,3,0,2,"['the lot is covered with snow and there is a boulder on the side', 'the ground is covered with rainfall and there is a boulder on the side', 'the ground is covered with snow and there is a crystal on the side', 'the ground is covered with snow and there is a stump on the side', 'the water is covered with snow and there is a boulder on the side']",1.0,90.0,492.0,276.0
2363918,pole holding another sign. street name printed on another sign. there is a sign. there is a building.,7,5,2,0,3,"['pole holding another sign. street name printed on another sign. there is a sign. there is a sign.', 'pen holding another sign. street name printed on another sign. there is a sign. there is a building.', 'pole holding another sign. street name printed on another sign. there is a sign. there is a board.', 'pole holding another history. street name printed on another sign. there is a sign. there is a building.', 'pole holding another con. street name printed on another sign. there is a sign. there is a building.']",8.0,0.0,470.0,331.0
2363927,"an object next to a board with a logo on it, and the board has a well",7,4,3,0,1,"['an object next to a board with a ticket on it, and the board has a well', 'an object next to a board with a tag on it, and the board has a well', 'an object next to a board with a logo below it, and the board has a well', 'an object next to a board with a logo on it, and the board has a cross', 'an object next to a soviet with a logo on it, and the board has a well']",0.0,0.0,499.0,375.0
2363932,a train on a bridge with a wire over it and a building behind the train,7,4,3,0,1,"['a rocket on a bridge with a wire over it and a building behind the train', 'a train on a bridge with a chain over it and a building behind the train', 'a train on a bridge with a wire above it and a building behind the train', 'a train on a bridge with a wire across it and a building behind the train', 'a train on a bridge with a wire over it and a road behind the train']",91.0,0.0,408.0,271.0
2363942,a bracket on a pole with a sign that has an arrow pointing to the right,7,4,3,0,1,"['a bracket below a pole with a sign that has an arrow pointing to the right', 'a stack on a pole with a sign that has an arrow pointing to the right', 'a stand on a pole with a sign that has an arrow pointing to the right', 'a bracket on a pole with a sign that has an dagger pointing to the right', 'a bracket on a pole with a sign that has an star pointing to the right']",98.0,58.0,401.0,272.0
2363958,a sandwich with a bun on top of it being held by two hands,7,4,3,0,1,"['a sandwich with a bun on top of it being held by two fingers', 'a stock with a bun on top of it being held by two hands', 'a sandwich with a loaf on top of it being held by two hands', 'a sandwich with a bun on top of it being held by two mugs', 'a sandwich with a toast on top of it being held by two hands']",92.0,96.0,225.0,233.0
2363959,"a line, field, and dirt",7,4,3,0,1,"['a line, field, and paste', 'a line, yard, and dirt', 'a bank, field, and dirt', 'a line, field, and matrix', 'a spectrum, field, and dirt']",0.0,1.0,499.0,356.0
2363974,a girl with a ring on her finger and a hand,7,5,2,0,3,"['a girl with a ring on her arm and a hand', 'a figure with a ring on her finger and a hand', 'a girl with a ring on her finger and a finger', 'a lady with a ring on her finger and a hand', 'a girl with a ring on her finger and a fang']",103.0,19.0,340.0,337.0
2363976,"a monitor with a light, a square, and a mouse",7,4,3,0,1,"['a monitor with a carrier, a square, and a mouse', 'a monitor with a light, a crooked, and a mouse', 'a munderitor with a light, a square, and a mouse', 'a monitor with a light, a square, and a bear', 'a foreman with a light, a square, and a mouse']",200.0,31.0,229.0,271.0
2363977,man holding a cup with orange liquid in it,7,3,3,1,1,"['man holding a bowl with orange liquid in it', 'father holding a cup with orange liquid in it', 'boy holding a cup with orange liquid in it', 'man holding a bag with orange liquid in it', 'man holdacrossg a cup with orange liquid in it']",0.0,164.0,332.0,335.0
2363980,"a man with arms, standing on a ramp with markings, doing a trick",7,5,2,0,3,"['a man with arms, standing on a ramp with markings, doing a guard', 'a boy with arms, standing on a ramp with markings, doing a trick', 'a man with arms, standing on a gear with markings, doing a trick', 'a man with coat, standing on a ramp with markings, doing a trick', 'a man with arms, standing on a ramp with light, doing a trick']",0.0,10.0,317.0,308.0
2363981,a zebra by another zebra that has ears; the zebra has hooves,7,4,3,0,1,"['a zebra by another zebra that refuse ears; the zebra has hooves', 'a zebra over another zebra that has ears; the zebra has hooves', 'a zebra by another zebra that lack ears; the zebra has hooves', 'a zebra on another zebra that has ears; the zebra has hooves', 'a mule by another zebra that has ears; the zebra has hooves']",38.0,66.0,281.0,235.0
2363983,a pizza with pepperoni and herbs on a napkin,7,4,3,0,1,"['a pizza with pepperoni and herbs on a sheet', 'a pizza with pepperbelowi and herbs on a napkin', 'a pizza with bologna and herbs on a napkin', 'a pasta with pepperoni and herbs on a napkin', 'a pizza with pepperunderi and herbs on a napkin']",49.0,156.0,246.0,253.0
2363995,a tub with a faucet and a toilet next to it; the toilet has toilet paper on top of it,7,4,3,0,1,"['a tub with a peg and a toilet next to it; the toilet has toilet paper on top of it', 'a tub with a faucet and a toilet next to it; the toilet lack toilet paper on top of it', 'a tub with a faucet and a pen next to it; the toilet has toilet paper on top of it', 'a tub with a faucet and a bar next to it; the toilet has toilet paper on top of it', 'a tub with a faucet and a toilet next to it; the toilet refuse toilet paper on top of it']",56.0,151.0,272.0,349.0
2363997,a bike with a handle bar and reflector; a hand is holding the handle bar,7,4,3,0,1,"['a machine with a handle bar and reflector; a hand is holding the handle bar', 'a bike with a handle bar and horn; a hand is holding the handle bar', 'a bike with a handle bar and trigger; a hand is holding the handle bar', 'a bike with a toele bar and reflector; a hand is holding the handle bar', 'a bike with a fingerle bar and reflector; a hand is holding the handle bar']",198.0,136.0,282.0,178.0
2364026,"a pitcher standing on another mound on a field, with a ball",7,5,2,0,3,"['a pitcher standing on another canvas on a field, with a ball', 'a pitcher standing on another mound on a field, with a goal', 'a pitcher standing on another mound on a field, with a piece', 'a player standing on another mound on a field, with a ball', 'a pitcher standing on another mound on a park, with a ball']",0.0,1.0,497.0,395.0
2364027,a pot of greens and potatoes with spices,7,4,3,0,1,"['a pot of greens and corn with spices', 'a pack of greens and potatoes with spices', 'a pot of greens and potatoes with polish', 'a pot of greens and potatoes with lime', 'a pot of squash and potatoes with spices']",95.0,36.0,382.0,310.0
2364033,a tennis player with a shirt and shorts crouched down,7,5,2,0,3,"['a tennis man with a shirt and shorts crouched down', 'a golf player with a shirt and shorts crouched down', 'a handball player with a shirt and shorts crouched down', 'a tennis player with a cap and shorts crouched down', 'a tennis player with a shirt and shorts crouched up']",135.0,168.0,272.0,206.0
2364039,a strawberry with seeds inside of it on top of a cake on top of a dish,7,4,3,0,1,"['a strawberry with berry inside of it on top of a cake on top of a dish', 'a strawberry with seeds inside of it on top of a cake on top of a bowl', 'a strawberry with seeds inside of it on top of a cake on top of a pot', 'a strawberry with bud inside of it on top of a cake on top of a dish', 'a lime with seeds inside of it on top of a cake on top of a dish']",1.0,39.0,477.0,271.0
2364041,a circle on a white square with a coca-cola on the circle,7,4,2,1,2,"['a circle on a yellow square with a coca-cola on the circle', 'a circle across a white square with a coca-cola on the circle', 'a circle under a white square with a coca-cola on the circle', 'a circle on a white crooked with a coca-cola on the circle', 'a circle on a straight square with a coca-cola on the circle']",46.0,19.0,208.0,275.0
2364044,a bear walks in the mud near debris; another bear walks in the mud,7,4,3,0,1,"['a bear walks in the mold near debris; another bear walks in the mud', 'a bear walks in the mud near water; another bear walks in the mud', 'a squirrel walks in the mud near debris; another bear walks in the mud', 'a monkey walks in the mud near debris; another bear walks in the mud', 'a bear walks in the mud at debris; another bear walks in the mud']",0.0,0.0,499.0,374.0
2364057,a plate with crumbs and a topping on a table,7,4,3,0,1,"['a plate with crumbs and a topping on a series', 'a plate with pitcher and a topping on a table', 'a third with crumbs and a topping on a table', 'a plate with serving and a topping on a table', 'a plate with crumbs and a topping on a line']",18.0,7.0,479.0,492.0
2364059,a tray with a sauce and a ridge; there is a mushroom in the ridge,7,4,3,0,1,"['a tray with a sauce and a basin; there is a mushroom in the ridge', 'a tray with a sauce and a ridge; there is a mushroom above the ridge', 'a tray with a sauce and a ridge; there is a mushroom under the ridge', 'a plate with a sauce and a ridge; there is a mushroom in the ridge', 'a tin with a sauce and a ridge; there is a mushroom in the ridge']",18.0,18.0,465.0,480.0
2364065,a bike on a pedal with a part and another part,7,4,3,0,1,"['a tank on a pedal with a part and another part', 'a bike on a pedal with a connection and another part', 'a bike inside a pedal with a part and another part', 'a truck on a pedal with a part and another part', 'a bike on a shake with a part and another part']",222.0,15.0,255.0,325.0
2364070,"the bride and groom cutting the cake, which has tiers.",7,4,3,0,1,"['the bride and groom cutting the cake, which has honor.', 'the groom and groom cutting the cake, which has tiers.', 'the bride and groom expand the cake, which has tiers.', 'the bride and brother cutting the cake, which has tiers.', 'the bride and bride cutting the cake, which has tiers.']",0.0,74.0,319.0,423.0
2364080,two suitcases on a wall; one suitcase has a handle,7,4,3,0,1,"['two suitcases inside a wall; one suitcase has a handle', 'two suitcases on a wall; one suitcase has a beam', 'two suitcases on a branch; one suitcase has a handle', 'two attaches on a wall; one suitcase has a handle', 'two suitcases under a wall; one suitcase has a handle']",0.0,2.0,499.0,497.0
2364083,a train with a bag and a front on the tracks,7,4,3,0,1,"['a train with a bag and a top on the tracks', 'a train with a guard and a front on the tracks', 'a train with a bag and a front on the outside', 'a train with a bag and a frbelowt on the tracks', 'a train with a bag and a fracrosst on the tracks']",90.0,58.0,316.0,272.0
2364096,a yellow paper taped to a window with a document about a giraffe,7,4,2,1,2,"['a yellow color taped to a window with a document about a giraffe', 'a white paper taped to a window with a document about a giraffe', 'a yellow paper taped to a window with a title about a giraffe', 'a yellow paper taped to a rack with a document about a giraffe', 'a yellow paper taped to a window with a document about a deer']",52.0,12.0,444.0,360.0
2364096,a man in glasses at the zoo with two giraffes,7,5,2,0,3,"['a man in glasses at the zoo with two hogs', 'a man over glasses at the zoo with two giraffes', 'a man in glasses at the corner with two giraffes', 'a man in glasses at the zoo with two deer', 'a man in glasses at the zoo with two deers']",5.0,30.0,460.0,343.0
2364098,woman throwing a frisbee with glasses on her face,7,5,2,0,3,"['woman throwing a frisbee with glasses on her middle', 'woman throwing a frisbee with glasses across her face', 'kid throwing a frisbee with glasses on her face', 'woman throwing a ball with glasses on her face', 'woman throwing a frisbee with glasses below her face']",215.0,92.0,240.0,238.0
2364099,a dog with a leg and another leg under a bench,7,4,3,0,1,"['a dog with a leg and another leg around a bench', 'a head with a leg and another leg under a bench', 'a dog with a forearm and another leg under a bench', 'a dog with a leg and another leg in a bench', 'a cat with a leg and another leg under a bench']",26.0,47.0,342.0,237.0
2364103,a woman holding a racket with a shadow and a side,7,4,3,0,1,"['a boy holding a racket with a shadow and a side', 'a woman holding a racket with a shadow and a place', 'a girl holding a racket with a shadow and a side', 'a woman holding a racket with a shadow and a void', 'a woman holding a crow with a shadow and a side']",294.0,54.0,186.0,278.0
2364113,a mug of coffee on a table with a fork,7,4,3,0,1,"['a mug of cereal on a table with a fork', 'a mug of coffee under a table with a fork', 'a mug of coffee on a table with a plate', 'a mug of coffee on a line with a fork', 'a mug of coffee on a table with a dish']",40.0,105.0,305.0,182.0
2364120,windows below lights hanging on an airport with more windows,7,3,3,1,1,"['spider below lights hanging on an airport with more windows', 'windows below infrared hanging on an airport with more windows', 'windows below lights hanging on an strip with more windows', 'windows below dark hanging on an airport with more windows', 'windows on lights hanging on an airport with more windows']",0.0,24.0,206.0,236.0
2364122,a television on a stand with a cat and a reflection,7,4,3,0,1,"['a call on a stand with a cat and a reflection', 'a television on a stand with a fitch and a reflection', 'a televisiunder on a stand with a cat and a reflection', 'a televisiacross on a stand with a cat and a reflection', 'a television on a shelf with a cat and a reflection']",1.0,0.0,328.0,493.0
2364123,man wearing a shirt with a sunlight shade and a flag on the back,7,4,3,0,1,"['man wearing a suit with a sunlight shade and a flag on the back', 'man wearing a shirt with a sunlight shade and a flag below the back', 'man wearing a shirt with a sunlight shade and a crest on the back', 'competition wearing a shirt with a sunlight shade and a flag on the back', 'man wearing a shirt with a sunlight shade and a flag inside the back']",141.0,132.0,317.0,199.0
2364123,"necklaces, bead, and bag in a box",7,4,3,0,1,"['necklaces, bead, and bag in a case', 'necklaces, bracelet, and bag in a box', 'bracelet, bead, and bag in a box', 'necklaces, bead, and cup in a box', 'necklaces, bead, and bag in a basket']",119.0,31.0,379.0,198.0
2364128,an elephant with a nose in a zoo with a rock behind it,7,4,3,0,1,"['an bear with a nose in a zoo with a rock behind it', 'an elephant with a nose in a corner with a rock behind it', 'an elephant with a nose in a bowl with a rock behind it', 'an elephant with a nose in a zoo with a line behind it', 'an elephant with a nose in a zoo with a life behind it']",3.0,4.0,481.0,370.0
2364129,a man with a helmet and pants with the sky behind him,7,4,3,0,1,"['a man with a helmet and pants with the breath behind him', 'a man with a helmet and pants with the helium behind him', 'a rider with a helmet and pants with the sky behind him', 'a man with a helmet and boxers with the sky behind him', 'a man with a cannon and pants with the sky behind him']",10.0,13.0,481.0,264.0
2364140,litter on the ground and more litter on the ground,7,4,2,1,2,"['litter on the vehicle and more litter on the ground', 'drove on the ground and more litter on the ground', 'litter on the ground and less litter on the ground', 'litter under the ground and more litter on the ground', 'litter inside the ground and more litter on the ground']",0.0,279.0,370.0,219.0
2364143,giraffes in grass,7,4,3,0,1,"['giraffes over grass', 'boars in grass', 'giraffes near grass', 'giraffes in poke', 'deers in grass']",1.0,138.0,373.0,360.0
2364150,a pole in the snow with railings on a hill,7,4,3,0,1,"['a pole in the snow with railings across a hill', 'a pole in the snow with wing on a hill', 'a pole in the snow with pin on a hill', 'a pole across the snow with railings on a hill', 'a pole in the snow with railings on a ridge']",1.0,0.0,493.0,374.0
2364157,a toilet with a handle and lid next to a shelf,7,4,3,0,1,"['a toilet with a handle and lid next to a safe', 'a toilet with a curve and lid next to a shelf', 'a drawer with a handle and lid next to a shelf', 'a toilet with a crystal and lid next to a shelf', 'a toilet with a handle and lid next to a spring']",35.0,85.0,240.0,413.0
2364160,a sign pinned to a wall with a pin; the sign has lettering on it,7,4,3,0,1,"['a sign pinned to a wall with a pin; the sign has handwriting on it', 'a sign pinned to a wall with a pin; the sign has lettering under it', 'a sign pinned to a billboard with a pin; the sign has lettering on it', 'a sign pinned to a wall with a pin; the sign has title on it', 'a sign braidned to a wall with a pin; the sign has lettering on it']",113.0,0.0,386.0,232.0
2364175,a man wearing a shirt with shoes that have stripes,7,5,2,0,3,"['a child wearing a shirt with shoes that have stripes', 'a kid wearing a shirt with shoes that have stripes', 'a man wearing a shirt with shoes that have insignia', 'a man wearing a shirt with shoes that lack stripes', 'a man wearing a shirt with shoes that refuse stripes']",80.0,8.0,163.0,265.0
2364196,path in snow with trees and branches,7,4,3,0,1,"['path in fog with trees and branches', 'path around snow with trees and branches', 'path in air with trees and branches', 'movement in snow with trees and branches', 'path in snow with trees and soviet']",3.0,12.0,261.0,204.0
2364221,a coffee mug and another mug with a cartoon on the table,7,5,2,0,3,"['a coffee mug and another mug with a tip on the table', 'a coffee bowl and another mug with a cartoon on the table', 'a coffee mug and another mug with a cartoon on the head', 'a coffee mug and another mug with a cartobelow on the table', 'a coffee mug and another mug with a cartoinside on the table']",53.0,0.0,321.0,178.0
2364223,a train with windows and people on the tracks,7,4,3,0,1,"['a train with patch and people on the tracks', 'a train with windows and people on the top', 'a train with windows and people on the inside', 'a train with loop and people on the tracks', 'a sedan with windows and people on the tracks']",4.0,34.0,279.0,347.0
2364238,"leaves, flowers, and another flowers in a vase",7,4,3,0,1,"['leaves, flowers, and another flowers across a vase', 'flesh, flowers, and another flowers in a vase', 'head, flowers, and another flowers in a vase', 'leaves, flowers, and another flowers in a reservoir', 'leaves, flowers, and another flowers in a kettle']",54.0,105.0,319.0,392.0
2364248,"a room with a chair and a window, and another chair in the room",7,4,3,0,1,"['a room with a chair and a rack, and another chair in the room', 'a room with a chair and a wunderdow, and another chair in the room', 'a room with a sofa and a window, and another chair in the room', 'a house with a chair and a window, and another chair in the room', 'a bar with a chair and a window, and another chair in the room']",0.0,0.0,498.0,373.0
2364250,a cup with a tea bag and tea in the corner,7,4,3,0,2,"['a cup with a tea bag and tea over the corner', 'a cup with a mess bag and tea in the corner', 'a cup with a tea bag and tea in the space', 'a cup with a tea bag and tea around the corner', 'a cup with a coffee bag and tea in the corner']",14.0,44.0,357.0,285.0
2364250,a laptop with a screen that has letters and a picture on it,7,4,3,0,1,"['a notebook with a screen that has letters and a picture on it', 'a laptop with a screen that has letters and a picture inside it', 'a laptop with a window that has letters and a picture on it', 'a laptop with a screen that has fashion and a picture on it', 'a laptop with a screen that has letters and a book on it']",76.0,3.0,418.0,310.0
2364251,a sign being held up by a black pole with another pole in the background,7,4,2,1,2,"['a sign being held up by a black pen with another pole in the background', 'a sign being held up by a black baton with another pole in the background', 'a pro being held up by a black pole with another pole in the background', 'a sign being held up by a red pole with another pole in the background', 'a con being held up by a black pole with another pole in the background']",12.0,75.0,300.0,164.0
2364255,drinks and another drinks on a fridge; there is a glass of another drinks,7,4,3,0,1,"['drinks and another drinks on a fridge; there is a stuff of another drinks', 'breast and another drinks on a fridge; there is a glass of another drinks', 'spark and another drinks on a fridge; there is a glass of another drinks', 'drinks and another drinks under a fridge; there is a glass of another drinks', 'drinks and another drinks on a cooler; there is a glass of another drinks']",246.0,70.0,169.0,299.0
2364256,a pot next to a plate with food on it; the chef is behind the plate,7,4,3,0,1,"['a pot next to a plate with food on it; the officer is behind the plate', 'a pot next to a plate with coal on it; the chef is behind the plate', 'a pitcher next to a plate with food on it; the chef is behind the plate', 'a jar next to a plate with food on it; the chef is behind the plate', 'a pot next to a plate with food on it; the commander is behind the plate']",80.0,1.0,308.0,335.0
2364260,"a cow with water puddles left of it, a nose, and a neck",7,4,3,0,1,"['a cow with water puddles center of it, a nose, and a neck', 'a cow with water puddles left of it, a nose, and a band', 'a cow with water puddles enter of it, a nose, and a neck', 'a bullock with water puddles left of it, a nose, and a neck', 'a cow with water puddles left of it, a nose, and a belly']",7.0,27.0,468.0,345.0
2364276,"an orange, avocado, and banana on a rack",7,4,3,0,1,"['an strawberry, avocado, and banana on a rack', 'an blackberry, avocado, and banana on a rack', 'an red, avocado, and banana on a rack', 'an brown, avocado, and banana on a rack', 'an orange, avocado, and banana inside a rack']",68.0,15.0,233.0,383.0
2364276,a banana with broccoli and rhubarb by it and a label on the broccoli,7,4,3,0,1,"['a banana with broccoli and rhubarb by it and a report on the broccoli', 'a banana with mustard and rhubarb by it and a label on the broccoli', 'a banana with broccoli and rhubarb around it and a label on the broccoli', 'a banana with cabbage and rhubarb by it and a label on the broccoli', 'a tree with broccoli and rhubarb by it and a label on the broccoli']",0.0,247.0,288.0,252.0
2364288,"a zebra with a mane on its neck, and a flower behind the zebra",7,4,3,0,1,"['a zebra with a bush on its neck, and a flower behind the zebra', 'a zebra with a down on its neck, and a flower behind the zebra', 'a mule with a mane on its neck, and a flower behind the zebra', 'a zebra with a mane on its head, and a flower behind the zebra', 'a zebra with a mane inside its neck, and a flower behind the zebra']",112.0,4.0,387.0,358.0
2364288,"a bush with leaves, another bush with leaves, and a flower on some vegetation",7,5,2,0,3,"['a clover with leaves, another bush with leaves, and a flower on some vegetation', 'a banana with leaves, another bush with leaves, and a flower on some vegetation', 'a bush with leaves, another bush with leaves, and a flower on some public', 'a bush with stool, another bush with leaves, and a flower on some vegetation', 'a bush with flesh, another bush with leaves, and a flower on some vegetation']",0.0,2.0,217.0,330.0
2364289,water near a dock and houses; rocks are also near the water,7,4,3,0,1,"['water near a bar and houses; rocks are also near the water', 'water near a dock and hotel; rocks are also near the water', 'water near a dock and park; rocks are also near the water', 'air near a dock and houses; rocks are also near the water', 'resin near a dock and houses; rocks are also near the water']",0.0,104.0,499.0,269.0
2364301,a desk with a bear wearing a tie and a lamp on the desk,7,4,3,0,1,"['a bench with a bear wearing a tie and a lamp on the desk', 'a desk with a rat wearing a tie and a lamp on the desk', 'a desk with a bear wearing a vest and a lamp on the desk', 'a desk with a beaver wearing a tie and a lamp on the desk', 'a desk with a bear wearing a tie and a lamp inside the desk']",0.0,1.0,498.0,331.0
2364305,a man wearing a shirt with a sleeve and a tie,7,4,3,0,1,"['a man wearing a shirt with a jacket and a tie', 'a man wearing a collar with a sleeve and a tie', 'a boy wearing a shirt with a sleeve and a tie', 'a man wearing a shirt with a sleeve and a white', 'a man wearing a shirt with a sleeve and a vest']",138.0,13.0,272.0,346.0
2364310,"a mountain with a pole and sheep in front of it, and another pole on top of the mountain",7,4,3,0,1,"['a mountain with a pole and reindeer in front of it, and another pole on top of the mountain', 'a mountain with a ram and sheep in front of it, and another pole on top of the mountain', 'a hill with a pole and sheep in front of it, and another pole on top of the mountain', 'a bank with a pole and sheep in front of it, and another pole on top of the mountain', 'a mountain with a pole and goat in front of it, and another pole on top of the mountain']",5.0,150.0,317.0,192.0
2364313,a flat bread under some food on a table with a triangle carved into it,7,4,2,1,2,"['a flat bread under some food on a table with a pentagon carved into it', 'a flat cheese under some food on a table with a triangle carved into it', 'a flat bread over some food on a table with a triangle carved into it', 'a natural bread under some food on a table with a triangle carved into it', 'a flat bread under some stuff on a table with a triangle carved into it']",0.0,0.0,499.0,373.0
2364327,a cow with a tag on its ear and a nose,7,5,2,0,3,"['a cow with a tag on its eye and a nose', 'a cow with a tag on its gut and a nose', 'a cow with a tag below its ear and a nose', 'a cow with a tag under its ear and a nose', 'a bullock with a tag on its ear and a nose']",200.0,85.0,298.0,287.0
2364330,a man holding a baseball bat with a wheel and hat,7,4,3,0,1,"['a man holding a baseball bat with a wheel and top', 'a man holding a baseball bat with a hammer and hat', 'a man holding a baseball bat with a wheel and separate', 'a kid holding a baseball bat with a wheel and hat', 'a man holding a baseball bat with a cock and hat']",19.0,114.0,318.0,241.0
2364331,a man with a wine glass and wine on a table,7,5,2,0,3,"['a man with a wine glass and wine below a table', 'a man with a tonic glass and wine on a table', 'a man with a wine mixture and wine on a table', 'a man with a wine glass and wine across a table', 'a man with a wine glass and wine on a flank']",0.0,1.0,373.0,497.0
2364335,"a fridge with a handle, a freezer, and an oven inside a kitchen",7,5,2,0,3,"['a fridge with a handle, a freezer, and an oven inside a drawer', 'a fridge with a handle, a freezer, and an disposal inside a kitchen', 'a fridge with a handle, a freezer, and an microwave inside a kitchen', 'a fridge with a spare, a freezer, and an oven inside a kitchen', 'a fridge with a handle, a freezer, and an oven inside a bathroom']",2.0,0.0,497.0,374.0
2364339,a giraffe with an ear facing a bush on the left,7,4,3,0,1,"['a giraffe with an ear avoid a bush on the left', 'a giraffe with an ear facing a bush on the back', 'a giraffe with an ear facing a bush on the center', 'a giraffe with an eye facing a bush on the left', 'a giraffe with an ear facing a bush on the right']",7.0,25.0,364.0,471.0
2364339,a giraffe with an ear in the left ear and standing in the grass,7,4,2,1,2,"['a giraffe with an ear in the arrive ear and standing in the grass', 'a giraffe with an ear in the back ear and standing in the grass', 'a giraffe with an optic in the left ear and standing in the grass', 'a boar with an ear in the left ear and standing in the grass', 'a giraffe with an ear in the enter ear and standing in the grass']",7.0,25.0,364.0,471.0
2364342,a pilot and another pilot inside an aircraft with lines painted on it,7,4,3,0,1,"['a pilot and another pilot inside an vessel with lines painted on it', 'a mechanic and another pilot inside an aircraft with lines painted on it', 'a sailor and another pilot inside an aircraft with lines painted on it', 'a pilot and another pilot near an aircraft with lines painted on it', 'a pilot and another pilot inside an aircraft with spray painted on it']",22.0,64.0,407.0,270.0
2364345,a motorcycle with wheels that a bike rider is riding; the bike rider has knee pads,7,4,3,0,1,"{'a tank with wheels that a bike rider is riding; the bike rider has knee pads', 'a motorcycle with head that a bike rider is riding; the bike rider has knee pads', 'a motorcycle with wheels that a bike rider is walk; the bike rider has knee pads', 'a machine with wheels that a bike rider is riding; the bike rider has knee pads', 'a motorcycle with clutch that a bike rider is riding; the bike rider has knee pads'}",48.0,6.0,355.0,325.0
2364349,a table with a tablecloth and a bowl with candy,7,5,2,0,3,"['a table with a napkin and a bowl with candy', 'a table with a tablecloth and a pot with candy', 'a table with a tablecloth and a bowl with center', 'a table with a slip and a bowl with candy', 'a table with a tablecloth and a chest with candy']",0.0,301.0,318.0,195.0
2364359,three letters on a car,7,4,3,0,1,"['three gods on a car', 'three letters on a bike', 'three letters on a truck', 'three letters across a car', 'three figures on a car']",24.0,11.0,472.0,277.0
2364360,a man wearing a helmet and a coat on a slope,7,5,2,0,3,"['a man wearing a helmet and a tie on a slope', 'a man wearing a helmet and a coat inside a slope', 'a man wearing a helmet and a coat across a slope', 'a man wearing a helmet and a coat on a bit', 'a boy wearing a helmet and a coat on a slope']",0.0,107.0,498.0,266.0
2364368,"a window with a blind, light, and frame",7,4,3,0,1,"['a window with a blind, light, and base', 'a woverdow with a blind, light, and frame', 'a window with a string, light, and frame', 'a window with a blind, light, and window', 'a wabovedow with a blind, light, and frame']",103.0,91.0,310.0,378.0
2364368,a decoration on a wall next to a curtain on a rod,7,4,3,0,1,"['a decoration on a gallery next to a curtain on a rod', 'a decoration on a wall next to a cast on a rod', 'a decoration on a wall next to a line on a rod', 'a decoratiunder on a wall next to a curtain on a rod', 'a body on a wall next to a curtain on a rod']",184.0,40.0,300.0,341.0
2364377,"a window on a building, with a bus in front of it, and another window on the building",7,4,3,0,1,"['a window under a building, with a bus in front of it, and another window on the building', 'a window on a building, with a semi in front of it, and another window on the building', 'a window on a building, with a train in front of it, and another window on the building', 'a window on a corner, with a bus in front of it, and another window on the building', 'a grill on a building, with a bus in front of it, and another window on the building']",19.0,0.0,285.0,170.0
2364379,a plate with an entree on a table; there is a fork on the table,7,4,3,0,1,"['a plate with an entree below a table; there is a fork on the table', 'a plate with an stew on a table; there is a fork on the table', 'a plate with an dessert on a table; there is a fork on the table', 'a third with an entree on a table; there is a fork on the table', 'a plate with an entree on a row; there is a fork on the table']",1.0,0.0,497.0,499.0
2364380,"a horse with legs, a tail, and a hoof",7,4,3,0,1,"['a horse with capacity, a tail, and a hoof', 'a zebra with legs, a tail, and a hoof', 'a horse with legs, a tail, and a paw', 'a ass with legs, a tail, and a hoof', 'a horse with legs, a chest, and a hoof']",1.0,17.0,347.0,347.0
2364392,a woman with a leg and arm playing tennis,7,5,2,0,3,"['a girl with a leg and arm playing tennis', 'a woman with a leg and arm playing volleyball', 'a boy with a leg and arm playing tennis', 'a woman with a leg and arm playing basketball', 'a woman with a thigh and arm playing tennis']",0.0,13.0,395.0,361.0
2364401,a cake on a teddy platter with drizzles and icing,7,4,3,0,1,"['a cake below a teddy platter with drizzles and icing', 'a cake on a teddy platter with drizzles and smoke', 'a piece on a teddy platter with drizzles and icing', 'a cake across a teddy platter with drizzles and icing', 'a cake on a teddy platter with drizzles and smoking']",126.0,54.0,364.0,278.0
2364406,a pizza with a tip and a crust with cheese,7,4,3,0,1,"['a pizza with a tip and a base with cheese', 'a pizza with a goal and a crust with cheese', 'a pizza with a tip and a crust with formula', 'a pizza with a tip and a crust with cream', 'a snack with a tip and a crust with cheese']",27.0,22.0,403.0,245.0
2364413,a laptop with a key and another key on it; the laptop has a monitor,7,4,3,0,1,"['a laptop with a key and another key on it; the laptop has a chief', 'a laptop with a remote and another key on it; the laptop has a monitor', 'a laptop with a key and another key inside it; the laptop has a monitor', 'a notebook with a key and another key on it; the laptop has a monitor', 'a laptop with a drawer and another key on it; the laptop has a monitor']",3.0,60.0,286.0,271.0
